1.0,0.8525,1.0,0.819,0.018892196232790207
1.0,0.8435,1.0,0.8255,0.01886791290065412
1.0,0.839,1.0,0.8105,0.019087308282866238
1.0,0.848,1.0,0.818,0.019382816061880113
1.0,0.8555,1.0,0.837,0.019223581375312618
1.0,0.8565,1.0,0.821,0.01915797438281123
1.0,0.843,1.0,0.8215,0.019269834718002164
1.0,0.8455,1.0,0.8145,0.01883073295552164
1.0,0.846,1.0,0.818,0.01876057683669923
1.0,0.8395,1.0,0.812,0.018699693312400966
1.0,0.851,1.0,0.823,0.019268386278762862
1.0,0.8495,1.0,0.821,0.019134308507654452
1.0,0.8455,1.0,0.8335,0.01909559607809488
1.0,0.843,1.0,0.8215,0.019060341688947186
1.0,0.834,1.0,0.8135,0.019460369803241808
1.0,0.841,1.0,0.8205,0.01843433758682489
1.0,0.846,1.0,0.8245,0.018140996491478472
1.0,0.843,1.0,0.824,0.01949081801573492
1.0,0.8585,1.0,0.8425,0.019231704884839586
1.0,0.834,1.0,0.818,0.018985137345461936
1.0,0.8595,1.0,0.8345,0.01897160793380149
1.0,0.857,1.0,0.834,0.018874608668948883
1.0,0.834,1.0,0.8145,0.019301128701513882
1.0,0.8525,1.0,0.834,0.019603313190039467
1.0,0.855,1.0,0.83,0.018418419983999068
1.0,0.854,1.0,0.837,0.018877667999469563
1.0,0.8515,1.0,0.833,0.01873511828676585
1.0,0.8475,1.0,0.8205,0.018691895728372227
1.0,0.853,1.0,0.832,0.01919343059159584
1.0,0.8495,1.0,0.828,0.01871702908956499
1.0,0.846,1.0,0.816,0.019062149990410997
1.0,0.8385,1.0,0.809,0.018657703040654148
1.0,0.8635,1.0,0.85,0.019260525697492387
1.0,0.8275,1.0,0.8,0.018734880237024343
1.0,0.8535,1.0,0.825,0.018843356352315512
1.0,0.834,1.0,0.815,0.018487130858543074
1.0,0.8465,1.0,0.8145,0.018767151743829556
1.0,0.837,1.0,0.8205,0.019065151849938178
1.0,0.8455,1.0,0.828,0.01900441719051173
1.0,0.8505,1.0,0.8295,0.01892969732966773
1.0,0.8545,1.0,0.8145,0.018917163505124197
1.0,0.858,1.0,0.828,0.018992784154842724
1.0,0.8485,1.0,0.832,0.01891427729909187
1.0,0.852,1.0,0.825,0.01919640242960041
1.0,0.855,1.0,0.823,0.01899887530044265
1.0,0.848,1.0,0.8365,0.018547806286061903
1.0,0.848,1.0,0.8275,0.019381283661896044
1.0,0.85,1.0,0.8255,0.01892836481859561
1.0,0.848,1.0,0.828,0.018882147606237708
1.0,0.851,1.0,0.8265,0.01917725401103539
