epoch;autoencoder_output_loss;loss;val_autoencoder_output_loss;val_loss
0;0.41613039645101707;866.3850457041136;0.3523561491556892;683.6315078233644
1;0.3477357031025643;502.49616909876534;0.3415083146081316;320.26297063873045
2;0.39703481595388174;142.2210968181682;0.5281595765132215;2.120167477690801
3;0.5014543903207296;1.8406012635733215;0.4787022437091218;1.6940244936790565
4;0.472013718778617;1.6441871323063018;0.46023543393941585;1.5844334604911745
5;0.4581270054542659;1.561580028849332;0.449124318881031;1.5210679574180708
6;0.4487568266834163;1.5085501350715886;0.440420076069816;1.476294416788945
7;0.4413356577936492;1.4692284397578117;0.4346215020438678;1.4422956558403996
8;0.4350251828411237;1.437733312321462;0.42850969804427547;1.41211076573567
9;0.429450580477681;1.410918296330475;0.4230853740577923;1.3879201851087846
10;0.42434933909515393;1.387726771390822;0.4180375658443474;1.3646949661840093
11;0.41958578812157454;1.3665006137916285;0.4142024057822747;1.3465904888940516
12;0.4150314222761316;1.3476426937612673;0.4090920517937727;1.3271553191222882
13;0.4103629801633818;1.329263963846676;0.4049235323792846;1.3101626078230488
14;0.4056645875421722;1.3123801800042938;0.3996384371380453;1.2934541357775957
15;0.4008711211589979;1.2951497761966724;0.39518452025986867;1.2764164367438158
16;0.3958804384998989;1.278575861898459;0.39038572447459535;1.260471509970069
17;0.3909798233015512;1.2620349578454613;0.3848326254262547;1.2420732749924877
18;0.38660367080049746;1.2463542072352585;0.38141671699099194;1.2297539370262498
19;0.3828071993049176;1.2327259525596126;0.3777456226064089;1.2156310944866033
20;0.37937252270859534;1.2203011346144965;0.3742559614503462;1.2036485153537066
21;0.3761258112569714;1.208682175331344;0.37118421626911435;1.1931551502971067
22;0.37304581736840964;1.1978954459038877;0.3686953931415997;1.1840180782420862
23;0.37019607211303784;1.1883386384500247;0.3656342632544383;1.175054587863413
24;0.367096492962199;1.1779226082186136;0.36226986683270873;1.163800093625303
25;0.36453181469262064;1.1692036129152097;0.35975406572535473;1.1560470557150546
26;0.36199229492565527;1.1608107702869033;0.3569901078152835;1.1458808741325968
27;0.3594184022445924;1.152365303088412;0.3548489750376608;1.1388873118837077
28;0.35713240184049355;1.1446121746544413;0.35308244024920105;1.1319404296344082
29;0.3551535883701889;1.1381433749301737;0.35114536409914554;1.125494119380253
30;0.3530161612163944;1.1310999237993185;0.3497817515655741;1.1216494629548677
31;0.3508764552784418;1.1242959810594348;0.34705205169757974;1.1124289272798202
32;0.348769836487086;1.1178933292191409;0.34452675467793464;1.1055515932828475
33;0.34619712207481845;1.1103180469599945;0.3430387486977444;1.101593100458703
34;0.34395600356821776;1.103581973755929;0.3396378984328659;1.0910534146626505
35;0.34175902330178853;1.096628385893589;0.3383892406086569;1.086034745216885
36;0.33998728147336377;1.0904325021633188;0.33799883527547836;1.0834783674865014
37;0.33862047351944835;1.0853977895567484;0.33554448882004945;1.074649388452294
38;0.33717825848219135;1.080138770442401;0.33392229441608057;1.0712771878114917
39;0.3359874481761916;1.075565912797719;0.3329923618630175;1.0655235526647862
40;0.3350985747584552;1.071881223213795;0.33204757380126865;1.0625212489994846
41;0.33423840843488994;1.068423326148069;0.33083774704201224;1.057946693713617
42;0.3333297482580616;1.0648892789084778;0.331056991119383;1.057600230507438
43;0.33256657731552247;1.0618817730186847;0.32997476941303633;1.0534025809644805
44;0.3316196935848047;1.0583972649123952;0.32904859527082403;1.0497321061600051
45;0.33097981476742944;1.0558294471475067;0.32816122958879407;1.048220467636171
46;0.33024063734754966;1.053205388322576;0.3273561315008804;1.0457395737090205
47;0.3294517322091973;1.0502618935486001;0.32665812956858364;1.0411729045670672
48;0.32878752539298733;1.0477376585788922;0.32691502699969255;1.0424089609218197
49;0.32810171202392446;1.0452108376373042;0.32516474984925176;1.0377839422206623
50;0.3275270463750974;1.0431167212962131;0.325502411885451;1.0358350396145573
51;0.32680958113655906;1.0405213676210725;0.3245758780804038;1.0346442697639024
52;0.32610329169139596;1.0379815459129251;0.3240874000588319;1.0331140885094503
53;0.3256987409233968;1.0363792848118292;0.32277432620477037;1.0278304628118418
54;0.3249541388777957;1.0337605257020717;0.32274194218674046;1.0289197724291401
55;0.3246998218374324;1.032596187856692;0.32184748407817404;1.0250456398343752
56;0.3238020435957043;1.0294601275077422;0.32191337221281535;1.0227788226602958
57;0.323380491400637;1.027809301825093;0.32099109788207725;1.0206148969236875
58;0.32293881280900055;1.026097008946986;0.3211120060248135;1.0204123087470978
59;0.32246854661974356;1.024208640284964;0.32098110289297044;1.0180270936014244
60;0.32210779647499777;1.0227365238125543;0.32024578207699567;1.0178005788285671
61;0.32180119639328564;1.0213978965835995;0.31991485094671884;1.0152553473439434
62;0.3213806397025693;1.0197086584944282;0.31853443613976745;1.0121943257100066
63;0.3207048794890658;1.01735216573738;0.319270228488028;1.011638770553617
64;0.3203797149653102;1.0159812973186377;0.3189829376654285;1.0099964674212205
65;0.32026336226092883;1.0151759166750927;0.31974664321891594;1.0121390389360916
66;0.3196257933186815;1.012898644015356;0.31766727140933243;1.0055261044907748
67;0.31952512305797165;1.0122550049745964;0.3175100054078119;1.0065201802808266
68;0.31920381152444743;1.0109201090043243;0.3193807177216757;1.0104284591099646
69;0.3189143454642477;1.00964908159324;0.316063532385458;1.001300995183006
70;0.3184853824661784;1.0080825950835572;0.31760674613025336;1.0041637707375135
71;0.3181978927965856;1.006919166882362;0.31723061162344496;1.0034294994433026
72;0.31801530598194055;1.005961142292026;0.31526446762884774;0.9979061017744327
73;0.3176787118747467;1.0045361833981157;0.3165424510295644;1.0041466231239173
74;0.3175906815116449;1.0039894734458585;0.3173095646709722;1.0028926563385359
75;0.3172653767347177;1.0027314623100718;0.31553341155814196;0.9991437385247834
76;0.317071584508947;1.0018269909631332;0.3155424123320018;0.9951971663772368
77;0.3168276818793531;1.0008400887355267;0.3151424305308629;0.9949578876570961
78;0.3165287702035022;0.9995890699661487;0.3177969411878626;0.9986073976271368
79;0.3162922977106496;0.9985408501181444;0.31569173312994736;0.9962688152687623
80;0.31611176920096606;0.9977397493071644;0.3150970063900241;0.9926063790212676
81;0.3158732488388476;0.9966715178609475;0.31434299312575575;0.9933422082781244
82;0.31574445493321396;0.9959705054517687;0.31421085313444425;0.9922626294721173
83;0.3153813286681339;0.994650760277872;0.314455481941942;0.9892527268079152
84;0.31544747098340553;0.9945622616286606;0.3137312663744059;0.9881833987551308
85;0.31509240575808695;0.9931405061620772;0.31387190497004225;0.9906394609340987
86;0.3150271582863466;0.9926519108955298;0.31487682987393456;0.993619314470481
87;0.3148191777093738;0.9917951420585298;0.31399379082278467;0.9889056708037172
88;0.3146755407491384;0.9911610027505756;0.3133282088828553;0.9869422980895204
89;0.3146186932307792;0.9907306396561328;0.3129536839215973;0.987121361411914
90;0.31417655309729065;0.9891952976059412;0.31308343725186855;0.988655076962464
91;0.3143165510364724;0.9893503968383063;0.3122740163318575;0.9842760479940981
92;0.3139687062232003;0.9880230060007037;0.3132900993047174;0.9850199532212465
93;0.31371109791572616;0.9871011729799207;0.3118950303487225;0.981118678042571
94;0.3135984980964856;0.9864716819134131;0.3123005530622862;0.9851838728026564
